,book_title,author,num_ratings,average_rating,5_star_reviews,book_author
6638,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,26190,3.66,9174,Assuming Names: A Con Artist's Masquerade - Tanya Thompson
6639,Girl in Hyacinth Blue,Susan Vreeland,40073,3.74,9173,Girl in Hyacinth Blue - Susan Vreeland
6640,رحلتي من الشك إلى الإيمان,مصطفى محمود,24039,3.98,9173,رحلتي من الشك إلى الإيمان - مصطفى محمود
6641,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,24594,3.97,9173,The Speed of Trust: The One Thing that Changes Everything - Stephen M.R. Covey
6642,Dragon Flight,Jessica Day George,19965,4.20,9171,Dragon Flight - Jessica Day George
6643,The Heart of the Matter,Graham Greene,29240,3.97,9170,The Heart of the Matter - Graham Greene
6644,"Death Note, Vol. 9: Contact",Tsugumi Ohba,20028,4.19,9168,"Death Note, Vol. 9: Contact - Tsugumi Ohba"
6645,The Sheltering Sky,Paul Bowles,28422,3.89,9168,The Sheltering Sky - Paul Bowles
6646,The Lady Elizabeth,Alison Weir,27677,3.99,9165,The Lady Elizabeth - Alison Weir
6647,The Accidental Vampire,Lynsay Sands,19478,4.23,9161,The Accidental Vampire - Lynsay Sands
6648,Finding Sky,Joss Stirling,21699,4.06,9152,Finding Sky - Joss Stirling
6649,The Diabolic,S.J. Kincaid,25815,4.05,9149,The Diabolic - S.J. Kincaid
6650,The Last Patriot,Brad Thor,21479,4.20,9147,The Last Patriot - Brad Thor
6651,Blackout,Mira Grant,22975,4.08,9145,Blackout - Mira Grant
6652,Tempting the Beast,Lora Leigh,23987,3.91,9145,Tempting the Beast - Lora Leigh
6653,Roadwork,Richard Bachman,38443,3.60,9144,Roadwork - Richard Bachman
6654,"One, No One and One Hundred Thousand",Luigi Pirandello,23895,4.04,9134,"One, No One and One Hundred Thousand - Luigi Pirandello"
6655,Cash,Johnny Cash,23993,4.02,9132,Cash - Johnny Cash
6656,Revolting Rhymes,Roald Dahl,20875,4.15,9131,Revolting Rhymes - Roald Dahl
6657,An Occurrence at Owl Creek Bridge,Ambrose Bierce,25017,4.02,9131,An Occurrence at Owl Creek Bridge - Ambrose Bierce
6658,Scarlet Feather,Maeve Binchy,28555,4.00,9119,Scarlet Feather - Maeve Binchy
6659,Being Nikki,Meg Cabot,29623,3.85,9118,Being Nikki - Meg Cabot
6660,Blue Shoes and Happiness,Alexander McCall Smith,28649,4.06,9112,Blue Shoes and Happiness - Alexander McCall Smith
6661,Moll Flanders,Daniel Defoe,46463,3.52,9112,Moll Flanders - Daniel Defoe
6662,Bones to Ashes,Kathy Reichs,30785,3.95,9107,Bones to Ashes - Kathy Reichs
6663,All Our Yesterdays,Cristin Terrill,23515,4.02,9107,All Our Yesterdays - Cristin Terrill
6664,The Man from St. Petersburg,Ken Follett,32228,3.93,9097,The Man from St. Petersburg - Ken Follett
6665,One True King,Soman Chainani,16056,4.36,9097,One True King - Soman Chainani
6666,The Chocolate War,Robert Cormier,45043,3.49,9096,The Chocolate War - Robert Cormier
6667,"Preacher, Volume 4: Ancient History",Garth Ennis,18306,4.26,9091,"Preacher, Volume 4: Ancient History - Garth Ennis"
6668,Sum: Forty Tales from the Afterlives,David Eagleman,21161,4.13,9090,Sum: Forty Tales from the Afterlives - David Eagleman
6669,Schooled,Gordon Korman,29029,3.86,9087,Schooled - Gordon Korman
6670,The Initiation / The Captive Part I,L.J. Smith,23920,3.95,9087,The Initiation / The Captive Part I - L.J. Smith
6671,The Secret Circle: The Initiation and The Captive Part I,L.J. Smith,23922,3.95,9087,The Secret Circle: The Initiation and The Captive Part I - L.J. Smith
6672,The Forsyte Saga,John Galsworthy,20022,4.18,9083,The Forsyte Saga - John Galsworthy
6673,The Frog Princess,E.D. Baker,27715,3.85,9083,The Frog Princess - E.D. Baker
6674,Running Out of Time,Margaret Peterson Haddix,26726,3.99,9076,Running Out of Time - Margaret Peterson Haddix
6675,The Riddle,Alison Croggon,21877,4.11,9076,The Riddle - Alison Croggon
6676,Austerlitz,W.G. Sebald,22114,4.00,9071,Austerlitz - W.G. Sebald
6677,Windmills of the Gods,Sidney Sheldon,31206,3.87,9071,Windmills of the Gods - Sidney Sheldon
6678,Home,Nnedi Okorafor,28156,4.04,9071,Home - Nnedi Okorafor
6679,Jacob Have I Loved,Katherine Paterson,34410,3.69,9067,Jacob Have I Loved - Katherine Paterson
6680,Crystal Singer,Anne McCaffrey,21163,4.13,9066,Crystal Singer - Anne McCaffrey
6681,Last Exit to Brooklyn,Hubert Selby Jr.,27360,3.92,9064,Last Exit to Brooklyn - Hubert Selby Jr.
6682,The Struggle,L.J. Smith,42988,3.44,9062,The Struggle - L.J. Smith
6683,Complete Works of Oscar Wilde,Oscar Wilde,14837,4.48,9060,Complete Works of Oscar Wilde - Oscar Wilde
6684,An Instance of the Fingerpost,Iain Pears,25563,3.94,9060,An Instance of the Fingerpost - Iain Pears
6685,Flush,Carl Hiaasen,31256,3.89,9059,Flush - Carl Hiaasen
6686,A Night to Remember,Walter Lord,24730,4.08,9056,A Night to Remember - Walter Lord
6687,A Night to Remember,Walter Lord,24727,4.08,9055,A Night to Remember - Walter Lord
6688,The Beauty Myth,Naomi Wolf,28707,3.91,9054,The Beauty Myth - Naomi Wolf
6689,The Women of Brewster Place,Gloria Naylor,20932,4.19,9054,The Women of Brewster Place - Gloria Naylor
6690,The Anti-Christ,Friedrich Nietzsche,28531,3.90,9053,The Anti-Christ - Friedrich Nietzsche
6691,Hunting and Gathering,Anna Gavalda,21888,4.12,9049,Hunting and Gathering - Anna Gavalda
6692,So You Want to Be a Wizard,Diane Duane,27431,3.84,9046,So You Want to Be a Wizard - Diane Duane
6693,Juliet,Anne Fortier,27736,3.91,9044,Juliet - Anne Fortier
6694,Desires of the Dead,Kimberly Derting,23312,4.06,9041,Desires of the Dead - Kimberly Derting
6695,The Wall,Jean-Paul Sartre,25399,4.07,9041,The Wall - Jean-Paul Sartre
6696,Percy Jackson & the Olympians: The Ultimate Guide,Rick Riordan,20744,4.06,9039,Percy Jackson & the Olympians: The Ultimate Guide - Rick Riordan
6697,The Painted Bird,Jerzy Kosiński,26533,3.91,9038,The Painted Bird - Jerzy Kosiński
6698,"New and Selected Poems, Volume One",Mary Oliver,13503,4.55,9027,"New and Selected Poems, Volume One - Mary Oliver"
6699,Gone,Lisa McMann,31512,3.71,9027,Gone - Lisa McMann
6700,Binge,Tyler Oakley,19356,4.14,9025,Binge - Tyler Oakley
6701,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,20379,4.19,9023,The Dragons of Eden: Speculations on the Evolution of Human Intelligence - Carl Sagan
6702,"Loves Music, Loves to Dance",Mary Higgins Clark,29270,3.94,9016,"Loves Music, Loves to Dance - Mary Higgins Clark"
6703,Froi of the Exiles,Melina Marchetta,17069,4.29,9015,Froi of the Exiles - Melina Marchetta
6704,The Invention of Morel,Adolfo Bioy Casares,25758,4.01,9014,The Invention of Morel - Adolfo Bioy Casares
6705,Fall From Grace,Christine Zolendz,23676,3.99,9012,Fall From Grace - Christine Zolendz
6706,Embrace the Night,Karen Chance,22981,4.09,9003,Embrace the Night - Karen Chance
6707,All Fall Down,Ally Carter,29000,3.85,8998,All Fall Down - Ally Carter
6708,Curse the Dawn,Karen Chance,21323,4.15,8992,Curse the Dawn - Karen Chance
6709,Cold Fire,Tamora Pierce,22342,4.10,8988,Cold Fire - Tamora Pierce
6710,Among the Brave,Margaret Peterson Haddix,21666,4.15,8982,Among the Brave - Margaret Peterson Haddix
6711,The Rise and Fall of D.O.D.O.,Neal Stephenson,32028,3.86,8971,The Rise and Fall of D.O.D.O. - Neal Stephenson
6712,The Long Tail: Why the Future of Business is Selling Less of More,Chris Anderson,29613,3.82,8971,The Long Tail: Why the Future of Business is Selling Less of More - Chris Anderson
6713,Midnight Sacrifice,Melinda Leigh,18944,4.24,8967,Midnight Sacrifice - Melinda Leigh
6714,Ashes,Ilsa J. Bick,25482,3.94,8967,Ashes - Ilsa J. Bick
6715,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,23704,4.00,8964,All I Really Need to Know I Learned in Kindergarten - Robert Fulghum
6716,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,23704,4.00,8964,All I Really Need to Know I Learned in Kindergarten - Robert Fulghum
6717,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,22784,4.13,8954,Fear and Loathing on the Campaign Trail '72 - Hunter S. Thompson
6718,All My Sons,Arthur Miller,27994,3.90,8954,All My Sons - Arthur Miller
6719,The Summer Tree,Guy Gavriel Kay,24768,3.97,8953,The Summer Tree - Guy Gavriel Kay
6720,The Impossible Knife of Memory,Laurie Halse Anderson,29019,3.91,8951,The Impossible Knife of Memory - Laurie Halse Anderson
6721,The King's Buccaneer,Raymond E. Feist,24751,4.07,8949,The King's Buccaneer - Raymond E. Feist
6722,Please Ignore Vera Dietz,A.S. King,29505,3.87,8947,Please Ignore Vera Dietz - A.S. King
6723,حياة في الإدارة,Ghazi A. Algosaibi,13900,4.49,8945,حياة في الإدارة - Ghazi A. Algosaibi
6724,Enduring Love,Ian McEwan,44735,3.64,8944,Enduring Love - Ian McEwan
6725,Inca Gold,Clive Cussler,28032,4.00,8939,Inca Gold - Clive Cussler
6726,XOXO,Axie Oh,33127,3.83,8938,XOXO - Axie Oh
6727,Call for the Dead,John le Carré,39261,3.85,8936,Call for the Dead - John le Carré
6728,Vingt-quatre heures de la vie d'une femme,Stefan Zweig,31926,3.91,8935,Vingt-quatre heures de la vie d'une femme - Stefan Zweig
6729,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,31622,3.86,8929,The First 90 Days: Critical Success Strategies for New Leaders at All Levels - Michael D. Watkins
6730,Mistress of Rome,Kate Quinn,24818,4.03,8919,Mistress of Rome - Kate Quinn
6731,A Place Called Here,Cecelia Ahern,34464,3.68,8918,A Place Called Here - Cecelia Ahern
6732,The Treatment,Suzanne Young,24917,4.00,8913,The Treatment - Suzanne Young
6733,Gut gegen Nordwind,Daniel Glattauer,27311,3.85,8912,Gut gegen Nordwind - Daniel Glattauer
6734,Pulp,Charles Bukowski,39689,3.67,8911,Pulp - Charles Bukowski
6735,Beyond the Veil,Quinn Loftis,13833,4.49,8909,Beyond the Veil - Quinn Loftis
6736,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Nietzsche,17977,4.26,8907,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs - Friedrich Nietzsche
6737,Scarlet,A.C. Gaughen,24782,3.93,8906,Scarlet - A.C. Gaughen
6738,The Sunbearer Trials,Aiden Thomas,17302,4.35,8902,The Sunbearer Trials - Aiden Thomas
6739,The Dark and Hollow Places,Carrie Ryan,22761,4.03,8900,The Dark and Hollow Places - Carrie Ryan
6740,Finally,Wendy Mass,19245,4.18,8899,Finally - Wendy Mass
6741,Palace Walk,Naguib Mahfouz,20060,4.19,8896,Palace Walk - Naguib Mahfouz
6742,The Master Butchers Singing Club,Louise Erdrich,25124,4.06,8894,The Master Butchers Singing Club - Louise Erdrich
6743,The Great Train Robbery,Michael Crichton,31993,3.89,8894,The Great Train Robbery - Michael Crichton
6744,Another Fine Myth,Robert Lynn Asprin,23977,4.04,8889,Another Fine Myth - Robert Lynn Asprin
6745,"Transmetropolitan, Vol. 3: Year of the Bastard",Warren Ellis,15338,4.41,8885,"Transmetropolitan, Vol. 3: Year of the Bastard - Warren Ellis"
6746,Thoughtful,S.C. Stephens,17320,4.23,8884,Thoughtful - S.C. Stephens
6747,Burn for Burn,Jenny Han,33033,3.80,8883,Burn for Burn - Jenny Han
6748,Palestine,Joe Sacco,18927,4.23,8877,Palestine - Joe Sacco
6749,Of Triton,Anna Banks,26303,3.96,8868,Of Triton - Anna Banks
6750,The Hollow Places,T. Kingfisher,35325,3.80,8863,The Hollow Places - T. Kingfisher
6751,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,22242,4.15,8861,An Anthropologist on Mars: Seven Paradoxical Tales - Oliver Sacks
6752,Among the Barons,Margaret Peterson Haddix,23272,4.09,8855,Among the Barons - Margaret Peterson Haddix
6753,The Particular Sadness of Lemon Cake,Aimee Bender,66167,3.24,8853,The Particular Sadness of Lemon Cake - Aimee Bender
6754,The Traitor Baru Cormorant,Seth Dickinson,21439,4.05,8851,The Traitor Baru Cormorant - Seth Dickinson
6755,Timequake,Kurt Vonnegut Jr.,38367,3.73,8845,Timequake - Kurt Vonnegut Jr.
6756,The Lady in the Lake,Raymond Chandler,26917,4.05,8844,The Lady in the Lake - Raymond Chandler
6757,"Tall, Dark & Hungry",Lynsay Sands,19688,4.20,8843,"Tall, Dark & Hungry - Lynsay Sands"
6758,NurtureShock: New Thinking About Children,Po Bronson,26220,4.03,8840,NurtureShock: New Thinking About Children - Po Bronson
6759,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,20110,4.09,8837,Tractatus Logico-Philosophicus - Ludwig Wittgenstein
6760,Tartuffe,Molière,39626,3.66,8833,Tartuffe - Molière
6761,"Imogen, Obviously",Becky Albertalli,19146,4.25,8833,"Imogen, Obviously - Becky Albertalli"
6762,Love Walked In,Marisa de los Santos,37837,3.72,8832,Love Walked In - Marisa de los Santos
6763,The Seventh Scroll,Wilbur Smith,20939,4.15,8828,The Seventh Scroll - Wilbur Smith
6764,The Road to Little Dribbling: Adventures of an American in Britain,Bill Bryson,36409,3.72,8825,The Road to Little Dribbling: Adventures of an American in Britain - Bill Bryson
6765,"Breath, Eyes, Memory",Edwidge Danticat,30118,3.90,8819,"Breath, Eyes, Memory - Edwidge Danticat"
6766,The Ghost Bride,Yangsze Choo,33467,3.80,8818,The Ghost Bride - Yangsze Choo
6767,Magic Steps,Tamora Pierce,23803,4.04,8817,Magic Steps - Tamora Pierce
6768,Winter's Passage,Julie Kagawa,26043,3.93,8817,Winter's Passage - Julie Kagawa
6769,Deep Storm,Lincoln Child,30623,3.90,8813,Deep Storm - Lincoln Child
6770,Twilight Eyes,Dean Koontz,26941,3.92,8810,Twilight Eyes - Dean Koontz
6771,The Setting Sun,Osamu Dazai,28790,3.99,8804,The Setting Sun - Osamu Dazai
6772,Bleachers,John Grisham,43200,3.53,8802,Bleachers - John Grisham
6773,My Name Is Memory,Ann Brashares,33380,3.72,8801,My Name Is Memory - Ann Brashares
6774,"Fruits Basket, Vol. 12",Natsuki Takaya,14495,4.45,8798,"Fruits Basket, Vol. 12 - Natsuki Takaya"
6775,Jacob,Jacquelyn Frank,22269,4.00,8796,Jacob - Jacquelyn Frank
6776,Talon,Julie Kagawa,31271,3.76,8794,Talon - Julie Kagawa
6777,Red Harvest,Dashiell Hammett,27688,3.95,8789,Red Harvest - Dashiell Hammett
6778,The Hidden Messages in Water,Masaru Emoto,16468,4.25,8783,The Hidden Messages in Water - Masaru Emoto
6779,A Crystal of Time,Soman Chainani,17068,4.31,8773,A Crystal of Time - Soman Chainani
6780,The Hive Queen,Tui T. Sutherland,13947,4.48,8771,The Hive Queen - Tui T. Sutherland
6781,The Watchmaker of Filigree Street,Natasha Pulley,34704,3.73,8770,The Watchmaker of Filigree Street - Natasha Pulley
6782,Comet in Moominland,Tove Jansson,19321,4.24,8768,Comet in Moominland - Tove Jansson
6783,In This Mountain,Jan Karon,17376,4.32,8767,In This Mountain - Jan Karon
6784,"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932",William Manchester,15213,4.33,8761,"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932 - William Manchester"
6785,"The Call of the Wild, White Fang and Other Stories",Jack London,22466,4.05,8745,"The Call of the Wild, White Fang and Other Stories - Jack London"
6786,"King Henry IV, Part 1",William Shakespeare,30601,3.80,8737,"King Henry IV, Part 1 - William Shakespeare"
6787,Raven's Gate,Anthony Horowitz,27246,3.90,8736,Raven's Gate - Anthony Horowitz
6788,The Passenger,Lisa Lutz,42937,3.72,8735,The Passenger - Lisa Lutz
6789,Airman,Eoin Colfer,20237,4.15,8734,Airman - Eoin Colfer
6790,The Broken Wings,Kahlil Gibran,24593,3.96,8732,The Broken Wings - Kahlil Gibran
6791,Queen Song,Victoria Aveyard,28799,3.80,8722,Queen Song - Victoria Aveyard
6792,The Complete Robot,Isaac Asimov,17703,4.33,8721,The Complete Robot - Isaac Asimov
6793,The Dark Tower Series: Books 1-7,Stephen King,11944,4.62,8717,The Dark Tower Series: Books 1-7 - Stephen King
6794,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,28150,3.66,8715,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived - Rob Bell"
6795,Çalıkuşu,Reşat Nuri Güntekin,16369,4.32,8714,Çalıkuşu - Reşat Nuri Güntekin
6796,Willing Captive,Belle Aurora,20811,4.07,8713,Willing Captive - Belle Aurora
6797,Running Barefoot,Amy Harmon,17155,4.30,8707,Running Barefoot - Amy Harmon
6798,"Fables, Vol. 10: The Good Prince",Bill Willingham,16451,4.37,8707,"Fables, Vol. 10: The Good Prince - Bill Willingham"
6799,"Fruits Basket, Vol. 16",Natsuki Takaya,13792,4.48,8702,"Fruits Basket, Vol. 16 - Natsuki Takaya"
6800,The Monk,Matthew Gregory Lewis,28955,3.83,8700,The Monk - Matthew Gregory Lewis
6801,Hope: A Memoir of Survival in Cleveland,Amanda     Berry,17026,4.35,8699,Hope: A Memoir of Survival in Cleveland - Amanda     Berry
6802,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",Amy Morin,26211,3.91,8693,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success - Amy Morin"
6803,Elephants Can Remember,Agatha Christie,41950,3.65,8692,Elephants Can Remember - Agatha Christie
6804,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,30135,3.89,8690,The Shallows: What the Internet Is Doing to Our Brains - Nicholas Carr
6805,Ο ιππότης με τη σκουριασμένη πανοπλία,Robert    Fisher,26609,3.82,8688,Ο ιππότης με τη σκουριασμένη πανοπλία - Robert    Fisher
6806,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,13895,4.39,8688,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness - Anne Bishop"
6807,El caballero de la armadura oxidada,Robert    Fisher,26601,3.82,8686,El caballero de la armadura oxidada - Robert    Fisher
6808,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,17151,4.30,8682,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium - Carl Sagan
6809,The Complete Wreck,Lemony Snicket,16176,4.34,8680,The Complete Wreck - Lemony Snicket
6810,The Tiger Rising,Kate DiCamillo,29870,3.84,8679,The Tiger Rising - Kate DiCamillo
6811,Timebound,Rysa Walker,29633,3.89,8678,Timebound - Rysa Walker
6812,Os Maias,Eça de Queirós,24444,4.00,8674,Os Maias - Eça de Queirós
6813,Shadow & Claw,Gene Wolfe,20077,4.04,8674,Shadow & Claw - Gene Wolfe
6814,Luck in the Shadows,Lynn Flewelling,21813,4.09,8674,Luck in the Shadows - Lynn Flewelling
6815,Nice Girls Don't Have Fangs,Molly Harper,26296,3.91,8672,Nice Girls Don't Have Fangs - Molly Harper
6816,Brawn,Laurann Dohner,19363,4.18,8671,Brawn - Laurann Dohner
6817,Mummies in the Morning,Mary Pope Osborne,23131,3.93,8670,Mummies in the Morning - Mary Pope Osborne
6818,Armageddon: The Cosmic Battle of the Ages,Tim LaHaye,20763,4.04,8670,Armageddon: The Cosmic Battle of the Ages - Tim LaHaye
6819,ذاكرة الجسد,Ahlam Mosteghanemi,25099,3.81,8665,ذاكرة الجسد - Ahlam Mosteghanemi
6820,Point of Impact,Stephen Hunter,17902,4.29,8664,Point of Impact - Stephen Hunter
6821,Cronopios and Famas,Julio Cortázar,18286,4.24,8660,Cronopios and Famas - Julio Cortázar
6822,Cruel Crown,Victoria Aveyard,38305,3.62,8660,Cruel Crown - Victoria Aveyard
6823,Honor,Elif Shafak,21888,4.13,8656,Honor - Elif Shafak
6824,The Good Husband of Zebra Drive,Alexander McCall Smith,26715,4.08,8656,The Good Husband of Zebra Drive - Alexander McCall Smith
6825,Nothing Left to Lose,Kirsty Moseley,16052,4.26,8655,Nothing Left to Lose - Kirsty Moseley
6826,Love Me Never,Sara Wolf,21292,4.01,8650,Love Me Never - Sara Wolf
6827,The Dead of Night,John Marsden,23732,4.12,8648,The Dead of Night - John Marsden
6828,سمفونی مردگان,عباس معروفی,17871,4.22,8645,سمفونی مردگان - عباس معروفی
6829,The Faraway Tree Stories,Enid Blyton,15755,4.30,8644,The Faraway Tree Stories - Enid Blyton
